Distance,Diameter,RAS_R,RAS_A,RAS_S,FFR
0,2.77834,9.63342,-16.976,-19.9068,0.8
0.0437165,2.77941,9.60366,-16.9505,-19.9261,
0.0623387,2.7791,9.59124,-16.9397,-19.9349,
0.279043,2.78817,9.44903,-16.8039,-20.026,
0.282096,2.7884,9.44696,-16.802,-20.0271,
0.452874,2.80124,9.3376,-16.6923,-20.0991,
0.452931,2.80125,9.33756,-16.6923,-20.0991,
0.457662,2.80166,9.33452,-16.6895,-20.1014,
0.675011,2.82738,9.18704,-16.5574,-20.1912,
0.719544,2.83256,9.15691,-16.5328,-20.2128,
0.720049,2.83262,9.15654,-16.5326,-20.2131,
0.782651,2.83934,9.10974,-16.5012,-20.2404,
0.875395,2.85554,9.04161,-16.4543,-20.2823,
0.929048,2.85778,9.00034,-16.4254,-20.3007,
1.02378,2.86504,8.92912,-16.3745,-20.3369,
1.14407,2.8848,8.84488,-16.303,-20.3846,
1.18133,2.89234,8.8142,-16.2888,-20.4002,
1.18463,2.89286,8.81155,-16.2875,-20.4017,
1.21958,2.89534,8.78728,-16.268,-20.4176,
1.40662,2.89631,8.66348,-16.1456,-20.486,
1.48047,2.90224,8.61292,-16.1015,-20.5168,
1.57856,2.91097,8.54434,-16.0487,-20.563,
1.74759,2.91262,8.42352,-15.9462,-20.6218,
1.97249,2.92106,8.25216,-15.8209,-20.6961,
2.03002,2.93169,8.21297,-15.7832,-20.7149,
2.06956,2.93174,8.18465,-15.7569,-20.7231,
2.12703,2.93158,8.14256,-15.7191,-20.7332,
2.36846,2.92444,7.95984,-15.5765,-20.8009,
2.54008,2.93898,7.82918,-15.4706,-20.8351,
2.6646,2.94753,7.72884,-15.399,-20.8525,
2.74299,2.95654,7.66703,-15.3516,-20.8616,
2.77077,2.95786,7.64479,-15.335,-20.862,
2.88047,2.96208,7.56216,-15.2631,-20.8682,
3.07768,2.99035,7.41121,-15.1379,-20.8888,
3.223,3.01209,7.3119,-15.0318,-20.8864,
3.38791,3.04867,7.20053,-14.9103,-20.8808,
3.41789,3.05579,7.17956,-14.8891,-20.8778,
3.45374,3.0586,7.15135,-14.867,-20.8768,
3.68264,3.09086,6.97863,-14.718,-20.8575,
3.68333,3.0909,6.97807,-14.7177,-20.8573,
3.71752,3.09294,6.95042,-14.6986,-20.8508,
3.83378,3.1036,6.86636,-14.6236,-20.8222,
4.02023,3.07295,6.7191,-14.5317,-20.7541,
4.24949,3.06289,6.53396,-14.4199,-20.678,
4.57383,3.0608,6.29477,-14.2665,-20.5217,
4.70677,3.06745,6.2015,-14.2087,-20.4466,
4.81273,3.04971,6.11952,-14.1752,-20.3885,
5.01186,3.02004,5.97722,-14.1141,-20.2633,
5.04101,3.01644,5.95793,-14.1046,-20.2436,
5.22905,2.9941,5.83568,-14.0552,-20.1095,
5.27454,2.98648,5.80835,-14.0462,-20.0743,
5.46744,2.94576,5.6764,-14.004,-19.94,
5.50313,2.93641,5.65256,-14.0003,-19.9138,
5.56226,2.92145,5.61424,-13.993,-19.8693,
5.73075,2.89351,5.50243,-13.9657,-19.7463,
5.76466,2.88954,5.48118,-13.9612,-19.7202,
5.91801,2.87987,5.3868,-13.9326,-19.6028,
5.91848,2.87984,5.38648,-13.9326,-19.6024,
5.95757,2.87667,5.36003,-13.9291,-19.5739,
5.96337,2.87638,5.35595,-13.9283,-19.5698,
6.11878,2.8687,5.24681,-13.9086,-19.461,
6.16391,2.86296,5.21653,-13.9073,-19.4275,
6.16426,2.86291,5.21629,-13.9073,-19.4273,
6.25096,2.85137,5.15696,-13.9007,-19.3644,
6.44315,2.83779,5.01508,-13.883,-19.236,
6.52155,2.84169,4.95969,-13.8689,-19.1823,
6.56754,2.84777,4.93065,-13.8572,-19.1486,
6.56846,2.84767,4.93001,-13.8572,-19.1479,
6.62553,2.84151,4.89025,-13.8521,-19.1073,
6.62595,2.84143,4.88994,-13.852,-19.107,
6.72993,2.821,4.81197,-13.8369,-19.0399,
6.96662,2.78376,4.61947,-13.799,-18.9075,
7.06203,2.76696,4.54957,-13.7837,-18.8444,
7.23086,2.72242,4.41627,-13.7427,-18.7492,
7.42588,2.69453,4.25289,-13.6938,-18.6547,
7.42591,2.69453,4.25286,-13.6938,-18.6547,
7.43317,2.69384,4.24768,-13.6906,-18.6507,
7.47113,2.68313,4.21389,-13.6804,-18.6367,
7.76551,2.61686,3.97922,-13.5971,-18.4797,
7.76661,2.61667,3.97823,-13.5968,-18.4793,
7.90383,2.59244,3.85601,-13.5578,-18.4306,
8.04813,2.56078,3.72764,-13.5329,-18.3696,
8.16126,2.52892,3.62554,-13.5027,-18.3314,
8.36382,2.47487,3.44509,-13.4668,-18.2467,
8.4022,2.4644,3.40997,-13.4642,-18.2314,
8.57436,2.4119,3.24688,-13.4427,-18.1806,
8.67728,2.38751,3.15016,-13.436,-18.1461,
8.78576,2.3703,3.04726,-13.4245,-18.1137,
8.85217,2.35301,2.9892,-13.417,-18.0823,
9.05408,2.3189,2.80887,-13.3855,-17.9972,
9.12162,2.30581,2.75078,-13.3812,-17.963,
9.35649,2.26017,2.53426,-13.3607,-17.8743,
9.35699,2.2601,2.53382,-13.3607,-17.874,
9.4818,2.2434,2.4239,-13.3603,-17.8149,
9.48192,2.24338,2.42379,-13.3603,-17.8149,
9.48913,2.24221,2.41724,-13.36,-17.8119,
9.65646,2.19227,2.27673,-13.3599,-17.721,
9.73318,2.1644,2.22129,-13.3568,-17.6681,
9.75775,2.15416,2.20479,-13.3563,-17.6499,
9.94709,2.06336,2.05104,-13.3742,-17.5409,
10.063,2.02676,1.95922,-13.3944,-17.473,
10.0849,2.0183,1.94062,-13.3972,-17.4619,
10.2326,1.96534,1.82216,-13.4113,-17.3748,
10.2843,1.9518,1.77804,-13.4189,-17.3488,
10.3299,1.9369,1.73882,-13.4194,-17.3257,
10.5233,1.88662,1.57984,-13.4315,-17.2162,
10.5289,1.88584,1.57521,-13.4323,-17.2131,
10.5872,1.87482,1.52567,-13.4359,-17.1826,
10.7123,1.85319,1.42374,-13.423,-17.1113,
10.8119,1.83869,1.33946,-13.4191,-17.0583,
10.9997,1.81602,1.17759,-13.417,-16.9632,
11.019,1.81567,1.16135,-13.4177,-16.9527,
11.0455,1.81526,1.13863,-13.4181,-16.9392,
11.151,1.81043,1.04687,-13.409,-16.8878,
11.1966,1.81002,1.00755,-13.4055,-16.8651,
11.3181,1.81355,0.89951,-13.3898,-16.8118,
11.3868,1.79895,0.834984,-13.3779,-16.7912,
11.5338,1.7554,0.695712,-13.3469,-16.7558,
11.6174,1.73955,0.616739,-13.3281,-16.7358,
11.7142,1.70142,0.527025,-13.2977,-16.7163,
11.7576,1.68741,0.486164,-13.2845,-16.7098,
11.8893,1.6443,0.366749,-13.2312,-16.6942,
11.8984,1.64312,0.357797,-13.2299,-16.6931,
12.0122,1.62235,0.247558,-13.2029,-16.685,
12.141,1.59883,0.128945,-13.1536,-16.6753,
12.1548,1.59699,0.116397,-13.148,-16.6749,
12.1686,1.59422,0.10356,-13.1427,-16.6755,
12.2662,1.57409,0.0144969,-13.103,-16.6725,
12.3252,1.56146,-0.0379662,-13.076,-16.671,
12.4886,1.55379,-0.187977,-13.0113,-16.6727,
12.5051,1.55248,-0.203565,-13.0072,-16.676,
12.6994,1.5382,-0.378208,-12.9221,-16.6821,
12.7194,1.53765,-0.394615,-12.9108,-16.6843,
12.7622,1.53303,-0.430684,-12.888,-16.6876,
12.8568,1.52901,-0.512203,-12.8401,-16.6907,
12.9109,1.53105,-0.55799,-12.8116,-16.6948,
12.9715,1.5294,-0.610684,-12.7819,-16.6933,
12.9735,1.52952,-0.612268,-12.7806,-16.6933,
13.0976,1.53734,-0.709651,-12.7037,-16.6909,
13.1306,1.54097,-0.73212,-12.6798,-16.6868,
13.2711,1.53752,-0.850761,-12.6047,-16.6843,
13.3382,1.54204,-0.910026,-12.5737,-16.6785,
13.4459,1.55375,-1.00086,-12.5168,-16.6684,
13.4602,1.55515,-1.01344,-12.5103,-16.6662,
13.4683,1.55554,-1.02067,-12.5067,-16.6654,
13.4781,1.55607,-1.02849,-12.5009,-16.6643,
13.5535,1.56167,-1.09447,-12.4654,-16.6559,
13.6743,1.58153,-1.19962,-12.4106,-16.6328,
13.7197,1.58599,-1.2377,-12.3888,-16.6212,
13.7342,1.5866,-1.25015,-12.3819,-16.6182,
13.7946,1.58774,-1.29869,-12.3501,-16.6014,
13.8311,1.58774,-1.32726,-12.3315,-16.5886,
13.9182,1.59085,-1.39478,-12.2889,-16.5538,
14.0113,1.60148,-1.46534,-12.2464,-16.5105,
14.0364,1.60378,-1.48533,-12.2343,-16.501,
14.0834,1.60724,-1.52297,-12.214,-16.4817,
14.1268,1.61198,-1.55681,-12.1946,-16.4627,
14.1268,1.61198,-1.55685,-12.1945,-16.4627,
