Distance,Diameter,Radius,FFR,text
7.84653,2.7597,1.37985,,7.84653 1.37985 0
7.84702,2.75944,1.37972,,7.84702 1.37972 0
7.86187,2.75258,1.37629,,7.86187 1.37629 0
8.05787,2.65089,1.325445,,8.05787 1.325445 0
8.07494,2.64201,1.321005,,8.07494 1.321005 0
8.09395,2.63151,1.315755,,8.09395 1.315755 0
8.13809,2.6049,1.30245,,8.13809 1.30245 0
8.13815,2.60486,1.30243,,8.13815 1.30243 0
8.15461,2.59465,1.297325,,8.15461 1.297325 0
8.18171,2.57679,1.288395,,8.18171 1.288395 0
8.41117,2.45352,1.22676,,8.41117 1.22676 0
8.417,2.45106,1.22553,,8.417 1.22553 0
8.44832,2.43659,1.218295,,8.44832 1.218295 0
8.47046,2.42478,1.21239,,8.47046 1.21239 0
8.51558,2.39778,1.19889,,8.51558 1.19889 0
8.72064,2.2974,1.1487,,8.72064 1.1487 0
8.765,2.27846,1.13923,,8.765 1.13923 0
8.77748,2.27308,1.13654,,8.77748 1.13654 0
8.80562,2.26044,1.13022,,8.80562 1.13022 0
8.85236,2.2387,1.11935,,8.85236 1.11935 0
8.99882,2.18442,1.09221,,8.99882 1.09221 0
9.06129,2.16742,1.08371,,9.06129 1.08371 0
9.08424,2.16274,1.08137,,9.08424 1.08137 0
9.15422,2.14802,1.07401,,9.15422 1.07401 0
9.18356,2.14033,1.070165,,9.18356 1.070165 0
9.20228,2.13518,1.06759,,9.20228 1.06759 0
9.43059,2.10165,1.050825,,9.43059 1.050825 0
9.43064,2.10165,1.050825,,9.43064 1.050825 0
9.44421,2.10218,1.05109,,9.44421 1.05109 0
9.47455,2.10347,1.051735,,9.47455 1.051735 0
9.47793,2.10352,1.05176,,9.47793 1.05176 0
9.48115,2.10339,1.051695,,9.48115 1.051695 0
9.52015,2.09969,1.049845,,9.52015 1.049845 0
9.60774,2.09763,1.048815,,9.60774 1.048815 0
9.68768,2.10283,1.051415,,9.68768 1.051415 0
9.71948,2.10759,1.053795,,9.71948 1.053795 0
9.74002,2.11054,1.05527,,9.74002 1.05527 0
9.7636,2.11533,1.057665,,9.7636 1.057665 0
9.76396,2.1154,1.0577,,9.76396 1.0577 0
9.77365,2.11704,1.05852,,9.77365 1.05852 0
9.82194,2.12561,1.062805,,9.82194 1.062805 0
9.82639,2.1263,1.06315,,9.82639 1.06315 0
9.8359,2.12724,1.06362,,9.8359 1.06362 0
9.87577,2.13099,1.065495,,9.87577 1.065495 0
9.89042,2.13237,1.066185,,9.89042 1.066185 0
10.0325,2.15906,1.07953,,10.0325 1.07953 0
10.0346,2.15968,1.07984,,10.0346 1.07984 0
10.0912,2.17771,1.088855,,10.0912 1.088855 0
10.1404,2.19502,1.09751,,10.1404 1.09751 0
10.1739,2.20533,1.102665,,10.1739 1.102665 0
10.1788,2.20689,1.103445,,10.1788 1.103445 0
10.2036,2.21458,1.10729,,10.2036 1.10729 0
10.2105,2.21656,1.10828,,10.2105 1.10828 0
10.2573,2.2301,1.11505,,10.2573 1.11505 0
10.2673,2.23315,1.116575,,10.2673 1.116575 0
